BRAND,BRAND_BELONGS_TO_CATEGORY,RECEIPTS,OFFER,RETAILER,cleaned_offer,cleaned_retailer,cleaned_brand,cleaned_brand_category,cleaned_data
BUTTERBALL,Frozen Turkey,388,"Butterball, select varieties, spend $10 at Pick 'n Save OR Metro Market",PICK N SAVE,butterbal select varieti spend pick n save metro market,pick n save,butterbal,frozen turkey,butterbal select varieti spend pick n save metro market pick n save butterbal select varieti spend pick n save metro market frozen turkey
SIMPLY SPIKED,Malt Beverages,2017,Simply Spiked™ Lemonade 12 pack+,Unknown,simpli spike lemonad pack,unknown,simpli spike,malt beverag,simpli spike lemonad pack unknown simpli spike lemonad pack malt beverag
SIMPLY SPIKED,Malt Beverages,2017,"Simply Spiked™ Signature Peach 12-pack or larger, buy 2",Unknown,simpli spike signatur peach pack larger buy,unknown,simpli spike,malt beverag,simpli spike signatur peach pack larger buy unknown simpli spike signatur peach pack larger buy malt beverag
SIMPLY SPIKED,Malt Beverages,2017,Simply Spiked™ 12 pack+,Unknown,simpli spike pack,unknown,simpli spike,malt beverag,simpli spike pack unknown simpli spike pack malt beverag
SIMPLY SPIKED,Malt Beverages,2017,Simply Spiked™ Signature Peach 12 pack+,Unknown,simpli spike signatur peach pack,unknown,simpli spike,malt beverag,simpli spike signatur peach pack unknown simpli spike signatur peach pack malt beverag
SIMPLY SPIKED,"Hard Seltzers, Sodas, Waters, Lemonades & Teas",661,Simply Spiked™ Lemonade 12 pack+,Unknown,simpli spike lemonad pack,unknown,simpli spike,hard seltzer soda water lemonad tea,simpli spike lemonad pack unknown simpli spike lemonad pack hard seltzer soda water lemonad tea
SIMPLY SPIKED,"Hard Seltzers, Sodas, Waters, Lemonades & Teas",661,"Simply Spiked™ Signature Peach 12-pack or larger, buy 2",Unknown,simpli spike signatur peach pack larger buy,unknown,simpli spike,hard seltzer soda water lemonad tea,simpli spike signatur peach pack larger buy unknown simpli spike signatur peach pack larger buy hard seltzer soda water lemonad tea
SIMPLY SPIKED,"Hard Seltzers, Sodas, Waters, Lemonades & Teas",661,Simply Spiked™ 12 pack+,Unknown,simpli spike pack,unknown,simpli spike,hard seltzer soda water lemonad tea,simpli spike pack unknown simpli spike pack hard seltzer soda water lemonad tea
SIMPLY SPIKED,"Hard Seltzers, Sodas, Waters, Lemonades & Teas",661,Simply Spiked™ Signature Peach 12 pack+,Unknown,simpli spike signatur peach pack,unknown,simpli spike,hard seltzer soda water lemonad tea,simpli spike signatur peach pack unknown simpli spike signatur peach pack hard seltzer soda water lemonad tea
JACK LINKS,Jerky & Dried Meat,1614,"Jack Link's®, select varieties",Unknown,jack link select varieti,unknown,jack link,jerki dri meat,jack link select varieti unknown jack link select varieti jerki dri meat
BEYOND MEAT,Plant-Based Meat,1584,"Beyond Meat® Plant-Based products, spend $25",Unknown,meat plant base product spend,unknown,meat,plant base meat,meat plant base product spend unknown meat plant base product spend plant base meat
BEYOND MEAT,Plant-Based Meat,1584,"Beyond Steak™ Plant-Based seared tips, 10 ounce at Target",TARGET,steak plant base sear tip ounc target,target,meat,plant base meat,steak plant base sear tip ounc target target steak plant base sear tip ounc target plant base meat
BEYOND MEAT,Plant-Based Meat,1584,"Beyond Steak™ Plant-Based seared tips, 10 ounce, buy 2 at H-E-B",H-E-B,steak plant base sear tip ounc buy h e b,h e b,meat,plant base meat,steak plant base sear tip ounc buy h e b h e b steak plant base sear tip ounc buy h e b plant base meat
BEYOND MEAT,Plant-Based Meat,1584,"Beyond Steak™ Plant-Based seared tips, 10 ounce at H-E-B",H-E-B,steak plant base sear tip ounc h e b,h e b,meat,plant base meat,steak plant base sear tip ounc h e b h e b steak plant base sear tip ounc h e b plant base meat
BEYOND MEAT,Plant-Based Meat,1584,"Beyond Steak™ Plant-Based seared tips, 10 ounce, buy 2 at Target",TARGET,steak plant base sear tip ounc buy target,target,meat,plant base meat,steak plant base sear tip ounc buy target target steak plant base sear tip ounc buy target plant base meat
BEYOND MEAT,Plant-Based Meat,1584,"Beyond Meat® Plant-Based products, spend $15",Unknown,meat plant base product spend,unknown,meat,plant base meat,meat plant base product spend unknown meat plant base product spend plant base meat
BEYOND MEAT,Plant-Based Meat,1584,"Beyond Meat® Plant-Based products, spend $20",Unknown,meat plant base product spend,unknown,meat,plant base meat,meat plant base product spend unknown meat plant base product spend plant base meat
BEYOND MEAT,Frozen Plant-Based Meat,313,"Beyond Meat® Plant-Based products, spend $25",Unknown,meat plant base product spend,unknown,meat,frozen plant base meat,meat plant base product spend unknown meat plant base product spend frozen plant base meat
BEYOND MEAT,Frozen Plant-Based Meat,313,"Beyond Steak™ Plant-Based seared tips, 10 ounce at Target",TARGET,steak plant base sear tip ounc target,target,meat,frozen plant base meat,steak plant base sear tip ounc target target steak plant base sear tip ounc target frozen plant base meat
BEYOND MEAT,Frozen Plant-Based Meat,313,"Beyond Steak™ Plant-Based seared tips, 10 ounce, buy 2 at H-E-B",H-E-B,steak plant base sear tip ounc buy h e b,h e b,meat,frozen plant base meat,steak plant base sear tip ounc buy h e b h e b steak plant base sear tip ounc buy h e b frozen plant base meat
BEYOND MEAT,Frozen Plant-Based Meat,313,"Beyond Steak™ Plant-Based seared tips, 10 ounce at H-E-B",H-E-B,steak plant base sear tip ounc h e b,h e b,meat,frozen plant base meat,steak plant base sear tip ounc h e b h e b steak plant base sear tip ounc h e b frozen plant base meat
BEYOND MEAT,Frozen Plant-Based Meat,313,"Beyond Steak™ Plant-Based seared tips, 10 ounce, buy 2 at Target",TARGET,steak plant base sear tip ounc buy target,target,meat,frozen plant base meat,steak plant base sear tip ounc buy target target steak plant base sear tip ounc buy target frozen plant base meat
BEYOND MEAT,Frozen Plant-Based Meat,313,"Beyond Meat® Plant-Based products, spend $15",Unknown,meat plant base product spend,unknown,meat,frozen plant base meat,meat plant base product spend unknown meat plant base product spend frozen plant base meat
BEYOND MEAT,Frozen Plant-Based Meat,313,"Beyond Meat® Plant-Based products, spend $20",Unknown,meat plant base product spend,unknown,meat,frozen plant base meat,meat plant base product spend unknown meat plant base product spend frozen plant base meat
BEYOND MEAT,Packaged Meat,30,"Beyond Meat® Plant-Based products, spend $25",Unknown,meat plant base product spend,unknown,meat,packag meat,meat plant base product spend unknown meat plant base product spend packag meat
BEYOND MEAT,Packaged Meat,30,"Beyond Steak™ Plant-Based seared tips, 10 ounce at Target",TARGET,steak plant base sear tip ounc target,target,meat,packag meat,steak plant base sear tip ounc target target steak plant base sear tip ounc target packag meat
BEYOND MEAT,Packaged Meat,30,"Beyond Steak™ Plant-Based seared tips, 10 ounce, buy 2 at H-E-B",H-E-B,steak plant base sear tip ounc buy h e b,h e b,meat,packag meat,steak plant base sear tip ounc buy h e b h e b steak plant base sear tip ounc buy h e b packag meat
BEYOND MEAT,Packaged Meat,30,"Beyond Steak™ Plant-Based seared tips, 10 ounce at H-E-B",H-E-B,steak plant base sear tip ounc h e b,h e b,meat,packag meat,steak plant base sear tip ounc h e b h e b steak plant base sear tip ounc h e b packag meat
BEYOND MEAT,Packaged Meat,30,"Beyond Steak™ Plant-Based seared tips, 10 ounce, buy 2 at Target",TARGET,steak plant base sear tip ounc buy target,target,meat,packag meat,steak plant base sear tip ounc buy target target steak plant base sear tip ounc buy target packag meat
BEYOND MEAT,Packaged Meat,30,"Beyond Meat® Plant-Based products, spend $15",Unknown,meat plant base product spend,unknown,meat,packag meat,meat plant base product spend unknown meat plant base product spend packag meat
BEYOND MEAT,Packaged Meat,30,"Beyond Meat® Plant-Based products, spend $20",Unknown,meat plant base product spend,unknown,meat,packag meat,meat plant base product spend unknown meat plant base product spend packag meat
ANNIES HOMEGROWN GROCERY,Cheese,1489,"Any General Mills™ products, buy 2
Good Rewards Members Only",Unknown,gener mill product buy good reward member,unknown,anni homegrown groceri,chees,gener mill product buy good reward member unknown gener mill product buy good reward member chees
ANNIES HOMEGROWN GROCERY,Cheese,1489,"General Mills™ products, select brands, spend $35",Unknown,gener mill product select brand spend,unknown,anni homegrown groceri,chees,gener mill product select brand spend unknown gener mill product select brand spend chees
ANNIES HOMEGROWN GROCERY,Cheese,1489,"General Mills™ products, select brands, spend $7 at Convenience Stores",Unknown,gener mill product select brand spend conveni store,unknown,anni homegrown groceri,chees,gener mill product select brand spend conveni store unknown gener mill product select brand spend conveni store chees
ANNIES HOMEGROWN GROCERY,Cheese,1489,"General Mills™ products, select varieties, spend $12",Unknown,gener mill product select varieti spend,unknown,anni homegrown groceri,chees,gener mill product select varieti spend unknown gener mill product select varieti spend chees
ANNIES HOMEGROWN GROCERY,Crackers,961,"Any General Mills™ products, buy 2
Good Rewards Members Only",Unknown,gener mill product buy good reward member,unknown,anni homegrown groceri,cracker,gener mill product buy good reward member unknown gener mill product buy good reward member cracker
ANNIES HOMEGROWN GROCERY,Crackers,961,"General Mills™ products, select brands, spend $35",Unknown,gener mill product select brand spend,unknown,anni homegrown groceri,cracker,gener mill product select brand spend unknown gener mill product select brand spend cracker
ANNIES HOMEGROWN GROCERY,Crackers,961,"General Mills™ products, select brands, spend $7 at Convenience Stores",Unknown,gener mill product select brand spend conveni store,unknown,anni homegrown groceri,cracker,gener mill product select brand spend conveni store unknown gener mill product select brand spend conveni store cracker
ANNIES HOMEGROWN GROCERY,Crackers,961,"General Mills™ products, select varieties, spend $12",Unknown,gener mill product select varieti spend,unknown,anni homegrown groceri,cracker,gener mill product select varieti spend unknown gener mill product select varieti spend cracker
ANNIES HOMEGROWN GROCERY,Fruit & Vegetable Snacks,228,"Any General Mills™ products, buy 2
Good Rewards Members Only",Unknown,gener mill product buy good reward member,unknown,anni homegrown groceri,fruit veget snack,gener mill product buy good reward member unknown gener mill product buy good reward member fruit veget snack
ANNIES HOMEGROWN GROCERY,Fruit & Vegetable Snacks,228,"General Mills™ products, select brands, spend $35",Unknown,gener mill product select brand spend,unknown,anni homegrown groceri,fruit veget snack,gener mill product select brand spend unknown gener mill product select brand spend fruit veget snack
ANNIES HOMEGROWN GROCERY,Fruit & Vegetable Snacks,228,"General Mills™ products, select brands, spend $7 at Convenience Stores",Unknown,gener mill product select brand spend conveni store,unknown,anni homegrown groceri,fruit veget snack,gener mill product select brand spend conveni store unknown gener mill product select brand spend conveni store fruit veget snack
ANNIES HOMEGROWN GROCERY,Fruit & Vegetable Snacks,228,"General Mills™ products, select varieties, spend $12",Unknown,gener mill product select varieti spend,unknown,anni homegrown groceri,fruit veget snack,gener mill product select varieti spend unknown gener mill product select varieti spend fruit veget snack
ANNIES HOMEGROWN GROCERY,Dressings,208,"Any General Mills™ products, buy 2
Good Rewards Members Only",Unknown,gener mill product buy good reward member,unknown,anni homegrown groceri,dress,gener mill product buy good reward member unknown gener mill product buy good reward member dress
ANNIES HOMEGROWN GROCERY,Dressings,208,"General Mills™ products, select brands, spend $35",Unknown,gener mill product select brand spend,unknown,anni homegrown groceri,dress,gener mill product select brand spend unknown gener mill product select brand spend dress
ANNIES HOMEGROWN GROCERY,Dressings,208,"General Mills™ products, select brands, spend $7 at Convenience Stores",Unknown,gener mill product select brand spend conveni store,unknown,anni homegrown groceri,dress,gener mill product select brand spend conveni store unknown gener mill product select brand spend conveni store dress
ANNIES HOMEGROWN GROCERY,Dressings,208,"General Mills™ products, select varieties, spend $12",Unknown,gener mill product select varieti spend,unknown,anni homegrown groceri,dress,gener mill product select varieti spend unknown gener mill product select varieti spend dress
ANNIES HOMEGROWN GROCERY,Cooking & Baking,106,"Any General Mills™ products, buy 2
Good Rewards Members Only",Unknown,gener mill product buy good reward member,unknown,anni homegrown groceri,cook bake,gener mill product buy good reward member unknown gener mill product buy good reward member cook bake
ANNIES HOMEGROWN GROCERY,Cooking & Baking,106,"General Mills™ products, select brands, spend $35",Unknown,gener mill product select brand spend,unknown,anni homegrown groceri,cook bake,gener mill product select brand spend unknown gener mill product select brand spend cook bake
ANNIES HOMEGROWN GROCERY,Cooking & Baking,106,"General Mills™ products, select brands, spend $7 at Convenience Stores",Unknown,gener mill product select brand spend conveni store,unknown,anni homegrown groceri,cook bake,gener mill product select brand spend conveni store unknown gener mill product select brand spend conveni store cook bake
ANNIES HOMEGROWN GROCERY,Cooking & Baking,106,"General Mills™ products, select varieties, spend $12",Unknown,gener mill product select varieti spend,unknown,anni homegrown groceri,cook bake,gener mill product select varieti spend unknown gener mill product select varieti spend cook bake
ANNIES HOMEGROWN GROCERY,Refrigerated Doughs,92,"Any General Mills™ products, buy 2
Good Rewards Members Only",Unknown,gener mill product buy good reward member,unknown,anni homegrown groceri,refriger dough,gener mill product buy good reward member unknown gener mill product buy good reward member refriger dough
ANNIES HOMEGROWN GROCERY,Refrigerated Doughs,92,"General Mills™ products, select brands, spend $35",Unknown,gener mill product select brand spend,unknown,anni homegrown groceri,refriger dough,gener mill product select brand spend unknown gener mill product select brand spend refriger dough
ANNIES HOMEGROWN GROCERY,Refrigerated Doughs,92,"General Mills™ products, select brands, spend $7 at Convenience Stores",Unknown,gener mill product select brand spend conveni store,unknown,anni homegrown groceri,refriger dough,gener mill product select brand spend conveni store unknown gener mill product select brand spend conveni store refriger dough
ANNIES HOMEGROWN GROCERY,Refrigerated Doughs,92,"General Mills™ products, select varieties, spend $12",Unknown,gener mill product select varieti spend,unknown,anni homegrown groceri,refriger dough,gener mill product select varieti spend unknown gener mill product select varieti spend refriger dough
ANNIES HOMEGROWN GROCERY,Packaged Vegetables,56,"Any General Mills™ products, buy 2
Good Rewards Members Only",Unknown,gener mill product buy good reward member,unknown,anni homegrown groceri,packag veget,gener mill product buy good reward member unknown gener mill product buy good reward member packag veget
ANNIES HOMEGROWN GROCERY,Packaged Vegetables,56,"General Mills™ products, select brands, spend $35",Unknown,gener mill product select brand spend,unknown,anni homegrown groceri,packag veget,gener mill product select brand spend unknown gener mill product select brand spend packag veget
ANNIES HOMEGROWN GROCERY,Packaged Vegetables,56,"General Mills™ products, select brands, spend $7 at Convenience Stores",Unknown,gener mill product select brand spend conveni store,unknown,anni homegrown groceri,packag veget,gener mill product select brand spend conveni store unknown gener mill product select brand spend conveni store packag veget
ANNIES HOMEGROWN GROCERY,Packaged Vegetables,56,"General Mills™ products, select varieties, spend $12",Unknown,gener mill product select varieti spend,unknown,anni homegrown groceri,packag veget,gener mill product select varieti spend unknown gener mill product select varieti spend packag veget
ANNIES HOMEGROWN GROCERY,Frozen Meals,52,"Any General Mills™ products, buy 2
Good Rewards Members Only",Unknown,gener mill product buy good reward member,unknown,anni homegrown groceri,frozen meal,gener mill product buy good reward member unknown gener mill product buy good reward member frozen meal
ANNIES HOMEGROWN GROCERY,Frozen Meals,52,"General Mills™ products, select brands, spend $35",Unknown,gener mill product select brand spend,unknown,anni homegrown groceri,frozen meal,gener mill product select brand spend unknown gener mill product select brand spend frozen meal
ANNIES HOMEGROWN GROCERY,Frozen Meals,52,"General Mills™ products, select brands, spend $7 at Convenience Stores",Unknown,gener mill product select brand spend conveni store,unknown,anni homegrown groceri,frozen meal,gener mill product select brand spend conveni store unknown gener mill product select brand spend conveni store frozen meal
ANNIES HOMEGROWN GROCERY,Frozen Meals,52,"General Mills™ products, select varieties, spend $12",Unknown,gener mill product select varieti spend,unknown,anni homegrown groceri,frozen meal,gener mill product select varieti spend unknown gener mill product select varieti spend frozen meal
ANNIES HOMEGROWN GROCERY,Chips,48,"Any General Mills™ products, buy 2
Good Rewards Members Only",Unknown,gener mill product buy good reward member,unknown,anni homegrown groceri,chip,gener mill product buy good reward member unknown gener mill product buy good reward member chip
ANNIES HOMEGROWN GROCERY,Chips,48,"General Mills™ products, select brands, spend $35",Unknown,gener mill product select brand spend,unknown,anni homegrown groceri,chip,gener mill product select brand spend unknown gener mill product select brand spend chip
ANNIES HOMEGROWN GROCERY,Chips,48,"General Mills™ products, select brands, spend $7 at Convenience Stores",Unknown,gener mill product select brand spend conveni store,unknown,anni homegrown groceri,chip,gener mill product select brand spend conveni store unknown gener mill product select brand spend conveni store chip
ANNIES HOMEGROWN GROCERY,Chips,48,"General Mills™ products, select varieties, spend $12",Unknown,gener mill product select varieti spend,unknown,anni homegrown groceri,chip,gener mill product select varieti spend unknown gener mill product select varieti spend chip
ANNIES HOMEGROWN GROCERY,Frozen Pizza & Pizza Snacks,38,"Any General Mills™ products, buy 2
Good Rewards Members Only",Unknown,gener mill product buy good reward member,unknown,anni homegrown groceri,frozen pizza pizza snack,gener mill product buy good reward member unknown gener mill product buy good reward member frozen pizza pizza snack
ANNIES HOMEGROWN GROCERY,Frozen Pizza & Pizza Snacks,38,"General Mills™ products, select brands, spend $35",Unknown,gener mill product select brand spend,unknown,anni homegrown groceri,frozen pizza pizza snack,gener mill product select brand spend unknown gener mill product select brand spend frozen pizza pizza snack
ANNIES HOMEGROWN GROCERY,Frozen Pizza & Pizza Snacks,38,"General Mills™ products, select brands, spend $7 at Convenience Stores",Unknown,gener mill product select brand spend conveni store,unknown,anni homegrown groceri,frozen pizza pizza snack,gener mill product select brand spend conveni store unknown gener mill product select brand spend conveni store frozen pizza pizza snack
ANNIES HOMEGROWN GROCERY,Frozen Pizza & Pizza Snacks,38,"General Mills™ products, select varieties, spend $12",Unknown,gener mill product select varieti spend,unknown,anni homegrown groceri,frozen pizza pizza snack,gener mill product select varieti spend unknown gener mill product select varieti spend frozen pizza pizza snack
ANNIES HOMEGROWN GROCERY,"Cereal, Granola, & Toaster Pastries",32,"Any General Mills™ products, buy 2
Good Rewards Members Only",Unknown,gener mill product buy good reward member,unknown,anni homegrown groceri,cereal granola toaster pastri,gener mill product buy good reward member unknown gener mill product buy good reward member cereal granola toaster pastri
ANNIES HOMEGROWN GROCERY,"Cereal, Granola, & Toaster Pastries",32,"General Mills™ products, select brands, spend $35",Unknown,gener mill product select brand spend,unknown,anni homegrown groceri,cereal granola toaster pastri,gener mill product select brand spend unknown gener mill product select brand spend cereal granola toaster pastri
ANNIES HOMEGROWN GROCERY,"Cereal, Granola, & Toaster Pastries",32,"General Mills™ products, select brands, spend $7 at Convenience Stores",Unknown,gener mill product select brand spend conveni store,unknown,anni homegrown groceri,cereal granola toaster pastri,gener mill product select brand spend conveni store unknown gener mill product select brand spend conveni store cereal granola toaster pastri
ANNIES HOMEGROWN GROCERY,"Cereal, Granola, & Toaster Pastries",32,"General Mills™ products, select varieties, spend $12",Unknown,gener mill product select varieti spend,unknown,anni homegrown groceri,cereal granola toaster pastri,gener mill product select varieti spend unknown gener mill product select varieti spend cereal granola toaster pastri
ANNIES HOMEGROWN GROCERY,Bread,20,"Any General Mills™ products, buy 2
Good Rewards Members Only",Unknown,gener mill product buy good reward member,unknown,anni homegrown groceri,bread,gener mill product buy good reward member unknown gener mill product buy good reward member bread
ANNIES HOMEGROWN GROCERY,Bread,20,"General Mills™ products, select brands, spend $35",Unknown,gener mill product select brand spend,unknown,anni homegrown groceri,bread,gener mill product select brand spend unknown gener mill product select brand spend bread
ANNIES HOMEGROWN GROCERY,Bread,20,"General Mills™ products, select brands, spend $7 at Convenience Stores",Unknown,gener mill product select brand spend conveni store,unknown,anni homegrown groceri,bread,gener mill product select brand spend conveni store unknown gener mill product select brand spend conveni store bread
ANNIES HOMEGROWN GROCERY,Bread,20,"General Mills™ products, select varieties, spend $12",Unknown,gener mill product select varieti spend,unknown,anni homegrown groceri,bread,gener mill product select varieti spend unknown gener mill product select varieti spend bread
ANNIES HOMEGROWN GROCERY,Frozen Breakfast,18,"Any General Mills™ products, buy 2
Good Rewards Members Only",Unknown,gener mill product buy good reward member,unknown,anni homegrown groceri,frozen breakfast,gener mill product buy good reward member unknown gener mill product buy good reward member frozen breakfast
ANNIES HOMEGROWN GROCERY,Frozen Breakfast,18,"General Mills™ products, select brands, spend $35",Unknown,gener mill product select brand spend,unknown,anni homegrown groceri,frozen breakfast,gener mill product select brand spend unknown gener mill product select brand spend frozen breakfast
ANNIES HOMEGROWN GROCERY,Frozen Breakfast,18,"General Mills™ products, select brands, spend $7 at Convenience Stores",Unknown,gener mill product select brand spend conveni store,unknown,anni homegrown groceri,frozen breakfast,gener mill product select brand spend conveni store unknown gener mill product select brand spend conveni store frozen breakfast
ANNIES HOMEGROWN GROCERY,Frozen Breakfast,18,"General Mills™ products, select varieties, spend $12",Unknown,gener mill product select varieti spend,unknown,anni homegrown groceri,frozen breakfast,gener mill product select varieti spend unknown gener mill product select varieti spend frozen breakfast
ANNIES HOMEGROWN GROCERY,Cookies,15,"Any General Mills™ products, buy 2
Good Rewards Members Only",Unknown,gener mill product buy good reward member,unknown,anni homegrown groceri,cooki,gener mill product buy good reward member unknown gener mill product buy good reward member cooki
ANNIES HOMEGROWN GROCERY,Cookies,15,"General Mills™ products, select brands, spend $35",Unknown,gener mill product select brand spend,unknown,anni homegrown groceri,cooki,gener mill product select brand spend unknown gener mill product select brand spend cooki
ANNIES HOMEGROWN GROCERY,Cookies,15,"General Mills™ products, select brands, spend $7 at Convenience Stores",Unknown,gener mill product select brand spend conveni store,unknown,anni homegrown groceri,cooki,gener mill product select brand spend conveni store unknown gener mill product select brand spend conveni store cooki
ANNIES HOMEGROWN GROCERY,Cookies,15,"General Mills™ products, select varieties, spend $12",Unknown,gener mill product select varieti spend,unknown,anni homegrown groceri,cooki,gener mill product select varieti spend unknown gener mill product select varieti spend cooki
ANNIES HOMEGROWN GROCERY,Soup & Broth,14,"Any General Mills™ products, buy 2
Good Rewards Members Only",Unknown,gener mill product buy good reward member,unknown,anni homegrown groceri,soup broth,gener mill product buy good reward member unknown gener mill product buy good reward member soup broth
ANNIES HOMEGROWN GROCERY,Soup & Broth,14,"General Mills™ products, select brands, spend $35",Unknown,gener mill product select brand spend,unknown,anni homegrown groceri,soup broth,gener mill product select brand spend unknown gener mill product select brand spend soup broth
ANNIES HOMEGROWN GROCERY,Soup & Broth,14,"General Mills™ products, select brands, spend $7 at Convenience Stores",Unknown,gener mill product select brand spend conveni store,unknown,anni homegrown groceri,soup broth,gener mill product select brand spend conveni store unknown gener mill product select brand spend conveni store soup broth
ANNIES HOMEGROWN GROCERY,Soup & Broth,14,"General Mills™ products, select varieties, spend $12",Unknown,gener mill product select varieti spend,unknown,anni homegrown groceri,soup broth,gener mill product select varieti spend unknown gener mill product select varieti spend soup broth
SIMPLY ORGANIC,Cooking & Baking,1440,Simply Organic Seasoning Mixes OR Spices,Unknown,simpli organ season mix spice,unknown,simpli organ,cook bake,simpli organ season mix spice unknown simpli organ season mix spice cook bake
SIMPLY ORGANIC,Sauces & Marinades,413,Simply Organic Seasoning Mixes OR Spices,Unknown,simpli organ season mix spice,unknown,simpli organ,sauc marinad,simpli organ season mix spice unknown simpli organ season mix spice sauc marinad
WESSON,Cooking & Baking,1416,Wesson® Oil Products,Unknown,wesson oil product,unknown,wesson,cook bake,wesson oil product unknown wesson oil product cook bake
VIZZY,"Hard Seltzers, Sodas, Waters, Lemonades & Teas",1385,"Coors Light®, Miller Lite® OR VIZZY™ 12 pack+",Unknown,coor light miller lite vizzi pack,unknown,vizzi,hard seltzer soda water lemonad tea,coor light miller lite vizzi pack unknown coor light miller lite vizzi pack hard seltzer soda water lemonad tea
VIZZY,"Hard Seltzers, Sodas, Waters, Lemonades & Teas",1385,"Coors Light®, Miller Lite® OR VIZZY™ 12 packs+, buy 4",Unknown,coor light miller lite vizzi pack buy,unknown,vizzi,hard seltzer soda water lemonad tea,coor light miller lite vizzi pack buy unknown coor light miller lite vizzi pack buy hard seltzer soda water lemonad tea
VIZZY,"Hard Seltzers, Sodas, Waters, Lemonades & Teas",1385,"Coors Light®, Miller Lite® OR VIZZY™ 12 packs+, buy 2",Unknown,coor light miller lite vizzi pack buy,unknown,vizzi,hard seltzer soda water lemonad tea,coor light miller lite vizzi pack buy unknown coor light miller lite vizzi pack buy hard seltzer soda water lemonad tea
VIZZY,"Hard Seltzers, Sodas, Waters, Lemonades & Teas",1385,"Coors Light®, Miller Lite® OR VIZZY™ 12 packs+, buy 3",Unknown,coor light miller lite vizzi pack buy,unknown,vizzi,hard seltzer soda water lemonad tea,coor light miller lite vizzi pack buy unknown coor light miller lite vizzi pack buy hard seltzer soda water lemonad tea
VIZZY,"Hard Seltzers, Sodas, Waters, Lemonades & Teas",1385,"Coors Light®, Miller Lite® OR VIZZY™ 12 packs+, buy 5",Unknown,coor light miller lite vizzi pack buy,unknown,vizzi,hard seltzer soda water lemonad tea,coor light miller lite vizzi pack buy unknown coor light miller lite vizzi pack buy hard seltzer soda water lemonad tea
VIZZY,Malt Beverages,857,"Coors Light®, Miller Lite® OR VIZZY™ 12 pack+",Unknown,coor light miller lite vizzi pack,unknown,vizzi,malt beverag,coor light miller lite vizzi pack unknown coor light miller lite vizzi pack malt beverag
VIZZY,Malt Beverages,857,"Coors Light®, Miller Lite® OR VIZZY™ 12 packs+, buy 4",Unknown,coor light miller lite vizzi pack buy,unknown,vizzi,malt beverag,coor light miller lite vizzi pack buy unknown coor light miller lite vizzi pack buy malt beverag
VIZZY,Malt Beverages,857,"Coors Light®, Miller Lite® OR VIZZY™ 12 packs+, buy 2",Unknown,coor light miller lite vizzi pack buy,unknown,vizzi,malt beverag,coor light miller lite vizzi pack buy unknown coor light miller lite vizzi pack buy malt beverag
VIZZY,Malt Beverages,857,"Coors Light®, Miller Lite® OR VIZZY™ 12 packs+, buy 3",Unknown,coor light miller lite vizzi pack buy,unknown,vizzi,malt beverag,coor light miller lite vizzi pack buy unknown coor light miller lite vizzi pack buy malt beverag
VIZZY,Malt Beverages,857,"Coors Light®, Miller Lite® OR VIZZY™ 12 packs+, buy 5",Unknown,coor light miller lite vizzi pack buy,unknown,vizzi,malt beverag,coor light miller lite vizzi pack buy unknown coor light miller lite vizzi pack buy malt beverag
EVOLVE,Carbonated Soft Drinks,1242,"EVOLVE® Plant-Based Protein Shake, 4 count, select varieties, at Whole Foods",WHOLE FOODS MARKET,evolv plant base protein shake count select varieti food,food market,evolv,carbon soft drink,evolv plant base protein shake count select varieti food food market evolv plant base protein shake count select varieti food carbon soft drink
EVOLVE,Meal Replacement Beverages,37,"EVOLVE® Plant-Based Protein Shake, 4 count, select varieties, at Whole Foods",WHOLE FOODS MARKET,evolv plant base protein shake count select varieti food,food market,evolv,meal replac beverag,evolv plant base protein shake count select varieti food food market evolv plant base protein shake count select varieti food meal replac beverag
EVOLVE,Frozen Turkey,20,"EVOLVE® Plant-Based Protein Shake, 4 count, select varieties, at Whole Foods",WHOLE FOODS MARKET,evolv plant base protein shake count select varieti food,food market,evolv,frozen turkey,evolv plant base protein shake count select varieti food food market evolv plant base protein shake count select varieti food frozen turkey
SUPER COFFEE,Coffee,1232,"Super Coffee, 12 ounce single serve, buy 3",Unknown,super coffe ounc singl serv buy,unknown,super coffe,coffe,super coffe ounc singl serv buy unknown super coffe ounc singl serv buy coffe
SUPER COFFEE,Coffee,1232,"Super Coffee, 12 ounce single serve",Unknown,super coffe ounc singl serv,unknown,super coffe,coffe,super coffe ounc singl serv unknown super coffe ounc singl serv coffe
BURTS BEES,Makeup,1210,"Burt's Bees Sensitive Lotions and Creams, select varieties, at Walmart",WALMART,burt bee sensit lotion cream select varieti walmart,walmart,burt bee,makeup,burt bee sensit lotion cream select varieti walmart walmart burt bee sensit lotion cream select varieti walmart makeup
BURTS BEES,Makeup,1210,"Burt's Bee's® Facial Wipes, select varieties, 30 count at Walmart",WALMART,burt bee facial wipe select varieti count walmart,walmart,burt bee,makeup,burt bee facial wipe select varieti count walmart walmart burt bee facial wipe select varieti count walmart makeup
BURTS BEES,Makeup,1210,"Burt's Bees® products, select varieties, at Walmart",WALMART,burt bee product select varieti walmart,walmart,burt bee,makeup,burt bee product select varieti walmart walmart burt bee product select varieti walmart makeup
